Income_Segment,Education,Has_Children,Enrollment_Year,Product,Sales
Low,Graduation,Has Children,2013,Wine,3
Medium,Graduation,Has Children,2013,Wine,445
Low,Basic,No Children,2012,Wine,2
Low,Master,No Children,2013,Wine,4
Low,Graduation,No Children,2012,Wine,6
Medium,PhD,Has Children,2013,Wine,14
Low,Basic,Has Children,2013,Wine,1
Low,PhD,Has Children,2013,Wine,26
Medium,Diploma,Has Children,2013,Wine,111
Medium,PhD,Has Children,2013,Wine,418
Medium,Master,Has Children,2013,Wine,327
High,Graduation,Has Children,2012,Wine,371
High,Graduation,Has Children,2013,Wine,275
Medium,PhD,Has Children,2012,Wine,789
Low,Graduation,Has Children,2014,Wine,1
High,PhD,Has Children,2012,Wine,1004
High,Graduation,No Children,2014,Wine,187
Medium,Diploma,Has Children,2013,Wine,56
High,PhD,No Children,2013,Wine,365
High,Graduation,Has Children,2013,Wine,595
High,Graduation,No Children,2012,Wine,1132
Medium,Diploma,No Children,2013,Wine,34
Medium,Graduation,Has Children,2013,Wine,116
High,Graduation,No Children,2013,Wine,565
High,PhD,Has Children,2013,Wine,372
High,PhD,No Children,2012,Wine,899
High,PhD,No Children,2014,Wine,760
High,PhD,No Children,2013,Wine,260
Medium,PhD,Has Children,2012,Wine,459
High,Graduation,No Children,2013,Wine,466
Medium,Master,Has Children,2013,Wine,67
Low,Basic,No Children,2013,Wine,2
Medium,Master,Has Children,2013,Wine,67
High,Master,Has Children,2013,Wine,92
Medium,Graduation,No Children,2014,Wine,4
Low,PhD,Has Children,2013,Wine,20
Medium,Graduation,No Children,2013,Wine,273
High,Graduation,No Children,2014,Wine,434
High,Graduation,Has Children,2013,Wine,321
High,Graduation,Has Children,2014,Wine,212
High,Graduation,Has Children,2014,Wine,909
High,Master,No Children,2014,Wine,1184
Medium,Master,Has Children,2013,Wine,112
High,Graduation,Has Children,2013,Wine,656
Medium,PhD,Has Children,2014,Wine,23
Medium,Graduation,Has Children,2013,Wine,537
High,PhD,Has Children,2013,Wine,712
Medium,Master,Has Children,2013,Wine,23
Low,Graduation,Has Children,2013,Wine,1
Medium,Master,Has Children,2012,Wine,664
Medium,Graduation,Has Children,2013,Wine,6
Medium,Graduation,No Children,2013,Wine,299
Medium,Graduation,Has Children,2013,Wine,99
High,PhD,No Children,2012,Wine,749
High,Diploma,No Children,2012,Wine,345
Low,Graduation,Has Children,2013,Wine,9
Medium,Graduation,Has Children,2013,Wine,440
Medium,Graduation,Has Children,2014,Wine,8
High,Master,Has Children,2012,Wine,670
Medium,Graduation,No Children,2013,Wine,524
Low,PhD,Has Children,2014,Wine,6
High,Graduation,No Children,2013,Wine,597
Low,Graduation,Has Children,2012,Wine,7
Medium,Graduation,Has Children,2014,Wine,54
High,Graduation,No Children,2013,Wine,445
High,Master,No Children,2014,Wine,294
Medium,Master,Has Children,2013,Wine,292
High,Graduation,No Children,2013,Wine,412
Medium,PhD,Has Children,2013,Wine,8
Medium,PhD,Has Children,2012,Wine,349
High,Graduation,Has Children,2013,Wine,328
Medium,PhD,Has Children,2013,Wine,144
High,Graduation,Has Children,2013,Wine,1126
High,Graduation,No Children,2014,Wine,967
High,Graduation,Has Children,2013,Wine,432
High,Master,Has Children,2014,Wine,138
Low,Basic,Has Children,2013,Wine,0
High,Graduation,Has Children,2012,Wine,509
High,PhD,Has Children,2013,Wine,948
Medium,Master,Has Children,2013,Wine,39
Medium,PhD,Has Children,2014,Wine,28
Medium,Diploma,Has Children,2013,Wine,13
High,Graduation,No Children,2014,Wine,307
High,Graduation,No Children,2013,Wine,901
Low,Diploma,Has Children,2013,Wine,2
High,Graduation,No Children,2014,Wine,283
Medium,Graduation,Has Children,2013,Wine,4
High,Diploma,No Children,2014,Wine,769
High,PhD,No Children,2013,Wine,518
Medium,PhD,Has Children,2013,Wine,350
Medium,Graduation,Has Children,2013,Wine,445
High,Graduation,No Children,2013,Wine,778
High,Graduation,No Children,2014,Wine,709
High,Diploma,No Children,2013,Wine,359
High,PhD,Has Children,2012,Wine,799
Medium,Graduation,Has Children,2013,Wine,895
Medium,Master,Has Children,2013,Wine,40
Medium,PhD,Has Children,2014,Wine,76
Medium,Diploma,Has Children,2013,Wine,11
High,Graduation,Has Children,2014,Wine,245
High,Master,No Children,2013,Wine,647
Medium,PhD,Has Children,2013,Wine,39
High,Graduation,No Children,2014,Wine,203
Medium,Graduation,Has Children,2013,Wine,138
High,Graduation,No Children,2012,Wine,587
High,Graduation,No Children,2012,Wine,595
Medium,Diploma,Has Children,2013,Wine,43
High,Master,Has Children,2013,Wine,301
High,Graduation,Has Children,2013,Wine,180
High,PhD,No Children,2013,Wine,794
Medium,Graduation,Has Children,2013,Wine,392
Medium,Graduation,Has Children,2013,Wine,39
Low,PhD,Has Children,2012,Wine,107
Medium,Graduation,Has Children,2013,Wine,13
Medium,PhD,Has Children,2013,Wine,70
High,PhD,No Children,2014,Wine,680
Medium,Master,Has Children,2013,Wine,26
High,Graduation,Has Children,2013,Wine,522
High,PhD,No Children,2014,Wine,412
Medium,Graduation,Has Children,2014,Wine,6
Low,Graduation,Has Children,2014,Wine,2
Medium,Graduation,Has Children,2014,Wine,1
Medium,Graduation,Has Children,2013,Wine,6
Low,Basic,Has Children,2012,Wine,4
Low,Master,Has Children,2014,Wine,18
Medium,PhD,Has Children,2013,Wine,324
Medium,Master,Has Children,2014,Wine,327
Medium,Graduation,Has Children,2012,Wine,229
High,Master,No Children,2013,Wine,521
High,PhD,No Children,2012,Wine,184
Low,Graduation,No Children,2013,Wine,4
Medium,Graduation,Has Children,2013,Wine,183
Medium,Graduation,Has Children,2013,Wine,31
Medium,Master,No Children,2013,Wine,219
High,PhD,Has Children,2014,Wine,479
High,Diploma,Has Children,2012,Wine,584
High,Graduation,No Children,2013,Wine,627
Low,Graduation,Has Children,2013,Wine,24
High,Master,Has Children,2013,Wine,330
Medium,Graduation,Has Children,2013,Wine,19
Medium,Graduation,Has Children,2013,Wine,28
High,PhD,No Children,2013,Wine,606
Medium,Graduation,No Children,2013,Wine,1039
Medium,Master,Has Children,2013,Wine,411
Medium,Master,Has Children,2014,Wine,34
Medium,Graduation,Has Children,2013,Wine,161
Medium,Graduation,Has Children,2013,Wine,623
High,Graduation,Has Children,2013,Wine,604
Low,Graduation,No Children,2013,Wine,3
Low,Graduation,Has Children,2013,Wine,12
High,Graduation,No Children,2014,Wine,184
Medium,Master,Has Children,2013,Wine,393
High,PhD,No Children,2013,Wine,410
High,PhD,Has Children,2014,Wine,376
Medium,Graduation,Has Children,2014,Wine,7
Low,Graduation,No Children,2012,Wine,68
High,Graduation,Has Children,2014,Wine,642
Low,Diploma,Has Children,2013,Wine,8
High,PhD,No Children,2013,Wine,840
Low,Graduation,Has Children,2013,Wine,7
Medium,Graduation,No Children,2014,Wine,464
Low,Graduation,No Children,2013,Wine,30
High,Graduation,Has Children,2013,Wine,1492
High,Diploma,Has Children,2013,Wine,752
High,Graduation,Has Children,2013,Wine,1279
Medium,Graduation,Has Children,2013,Wine,22
High,PhD,Has Children,2013,Wine,860
Low,Graduation,Has Children,2014,Wine,3
Medium,PhD,Has Children,2013,Wine,10
Medium,Graduation,No Children,2012,Wine,351
Medium,PhD,Has Children,2013,Wine,421
Low,Diploma,Has Children,2013,Wine,2
Medium,Graduation,Has Children,2013,Wine,25
High,Graduation,Has Children,2013,Wine,336
Medium,Master,Has Children,2013,Wine,191
High,Graduation,No Children,2012,Wine,563
Medium,Diploma,Has Children,2013,Wine,31
Medium,Graduation,Has Children,2014,Wine,479
Medium,Graduation,Has Children,2013,Wine,18
Medium,Graduation,Has Children,2012,Wine,91
Medium,Graduation,Has Children,2014,Wine,5
Low,Graduation,Has Children,2012,Wine,2
High,Diploma,No Children,2013,Wine,362
High,Graduation,No Children,2014,Wine,724
High,Diploma,No Children,2012,Wine,605
Medium,Master,Has Children,2012,Wine,547
Medium,Graduation,Has Children,2013,Wine,104
Low,Graduation,Has Children,2013,Wine,8
Medium,Graduation,Has Children,2013,Wine,224
High,PhD,Has Children,2014,Wine,384
High,Diploma,No Children,2012,Wine,556
Medium,PhD,Has Children,2014,Wine,24
Medium,PhD,Has Children,2014,Wine,408
High,Graduation,Has Children,2013,Wine,265
Medium,Master,Has Children,2014,Wine,34
Medium,Graduation,Has Children,2013,Wine,374
Medium,Graduation,Has Children,2012,Wine,27
High,Diploma,No Children,2013,Wine,600
Low,Graduation,Has Children,2014,Wine,13
Medium,Master,Has Children,2014,Wine,167
Low,Graduation,No Children,2013,Wine,0
Medium,Diploma,Has Children,2012,Wine,46
Medium,Diploma,Has Children,2013,Wine,88
Medium,PhD,Has Children,2013,Wine,243
Medium,Master,Has Children,2013,Wine,275
Low,Master,Has Children,2013,Wine,6
Medium,Graduation,Has Children,2013,Wine,121
Medium,Graduation,Has Children,2012,Wine,4
High,PhD,No Children,2013,Wine,1308
High,Graduation,Has Children,2014,Wine,515
Low,Graduation,Has Children,2014,Wine,4
Medium,Diploma,Has Children,2014,Wine,48
High,Master,Has Children,2013,Wine,562
High,Graduation,No Children,2013,Wine,769
Medium,Master,Has Children,2013,Wine,379
Medium,Graduation,Has Children,2013,Wine,29
High,Master,No Children,2014,Wine,387
Low,Diploma,Has Children,2013,Wine,12
Low,Graduation,Has Children,2014,Wine,6
Medium,Graduation,Has Children,2012,Wine,27
Medium,Graduation,Has Children,2013,Wine,9
Medium,Diploma,Has Children,2014,Wine,22
High,PhD,No Children,2012,Wine,899
High,PhD,No Children,2013,Wine,889
Medium,PhD,Has Children,2012,Wine,189
Medium,Graduation,Has Children,2013,Wine,48
Medium,Graduation,Has Children,2013,Wine,230
High,Master,No Children,2013,Wine,852
Medium,Graduation,Has Children,2013,Wine,35
Medium,Master,Has Children,2012,Wine,205
High,Graduation,No Children,2014,Wine,255
Low,Basic,Has Children,2014,Wine,0
Medium,PhD,No Children,2013,Wine,437
Medium,PhD,Has Children,2012,Wine,825
High,Graduation,Has Children,2013,Wine,316
High,Graduation,Has Children,2014,Wine,756
Medium,PhD,Has Children,2013,Wine,194
Low,Graduation,Has Children,2013,Wine,7
High,Graduation,No Children,2013,Wine,183
Medium,Graduation,Has Children,2013,Wine,171
High,Graduation,No Children,2013,Wine,243
Medium,Graduation,No Children,2013,Wine,181
Medium,Graduation,Has Children,2013,Wine,151
High,Graduation,No Children,2014,Wine,494
High,Graduation,No Children,2013,Wine,464
Medium,Graduation,Has Children,2013,Wine,5
Medium,Graduation,Has Children,2014,Wine,29
Medium,PhD,No Children,2014,Wine,102
High,PhD,No Children,2013,Wine,604
High,Graduation,No Children,2013,Wine,571
Medium,PhD,Has Children,2013,Wine,953
Medium,Master,Has Children,2013,Wine,63
High,Graduation,No Children,2012,Wine,770
High,Graduation,No Children,2013,Wine,398
High,Master,No Children,2013,Wine,741
High,PhD,No Children,2013,Wine,1478
Medium,Diploma,Has Children,2013,Wine,156
High,PhD,No Children,2013,Wine,960
Medium,PhD,Has Children,2014,Wine,38
High,Graduation,No Children,2013,Wine,315
Medium,Master,Has Children,2013,Wine,15
Medium,PhD,Has Children,2014,Wine,19
High,Graduation,Has Children,2014,Wine,812
Low,Master,No Children,2012,Wine,73
High,Graduation,No Children,2014,Wine,372
High,Diploma,No Children,2013,Wine,871
High,Graduation,No Children,2014,Wine,375
High,PhD,Has Children,2013,Wine,760
High,PhD,No Children,2014,Wine,471
Medium,Graduation,Has Children,2014,Wine,31
High,PhD,Has Children,2012,Wine,819
Low,Basic,Has Children,2012,Wine,1
High,Graduation,No Children,2014,Wine,203
Medium,PhD,Has Children,2014,Wine,26
High,Graduation,No Children,2013,Wine,354
High,PhD,Has Children,2013,Wine,1253
Medium,Graduation,Has Children,2013,Wine,371
High,PhD,Has Children,2013,Wine,588
High,Diploma,Has Children,2013,Wine,480
Medium,PhD,Has Children,2013,Wine,517
High,Graduation,No Children,2013,Wine,267
High,Graduation,No Children,2013,Wine,1111
Low,Basic,No Children,2012,Wine,7
Medium,PhD,No Children,2012,Wine,1166
Medium,Diploma,Has Children,2014,Wine,261
High,Graduation,Has Children,2013,Wine,135
Medium,Graduation,Has Children,2013,Wine,6
High,Diploma,Has Children,2012,Wine,711
Low,PhD,Has Children,2014,Wine,11
Medium,PhD,Has Children,2014,Wine,42
Medium,Master,Has Children,2013,Wine,79
Medium,PhD,Has Children,2013,Wine,20
Medium,Master,Has Children,2014,Wine,30
Low,PhD,Has Children,2013,Wine,20
Medium,Graduation,Has Children,2012,Wine,115
Medium,Graduation,Has Children,2012,Wine,263
Medium,Graduation,Has Children,2014,Wine,69
Medium,PhD,Has Children,2013,Wine,267
High,Graduation,Has Children,2012,Wine,561
Medium,PhD,Has Children,2014,Wine,492
Medium,Master,Has Children,2012,Wine,14
Medium,PhD,Has Children,2013,Wine,80
Medium,Graduation,Has Children,2014,Wine,97
Medium,Graduation,Has Children,2013,Wine,197
High,Graduation,No Children,2013,Wine,693
Medium,Graduation,Has Children,2012,Wine,43
Medium,PhD,Has Children,2013,Wine,14
Medium,Graduation,Has Children,2012,Wine,186
High,Graduation,No Children,2014,Wine,434
Medium,PhD,Has Children,2013,Wine,59
Low,Diploma,Has Children,2012,Wine,16
Medium,Diploma,Has Children,2013,Wine,230
High,Master,No Children,2012,Wine,829
High,Graduation,No Children,2014,Wine,318
High,Master,No Children,2012,Wine,1206
Medium,Master,Has Children,2013,Wine,292
Medium,Graduation,Has Children,2014,Wine,30
Medium,Graduation,Has Children,2013,Wine,729
Medium,Diploma,Has Children,2013,Wine,12
Low,Graduation,No Children,2014,Wine,2
Medium,Master,Has Children,2013,Wine,22
High,Graduation,Has Children,2013,Wine,587
High,Graduation,No Children,2013,Wine,674
High,PhD,Has Children,2013,Wine,284
High,PhD,No Children,2013,Wine,1023
High,Graduation,No Children,2013,Wine,1394
High,Diploma,No Children,2013,Wine,311
Medium,PhD,Has Children,2014,Wine,27
High,Graduation,No Children,2014,Wine,1296
Low,Diploma,Has Children,2012,Wine,3
Medium,Master,Has Children,2012,Wine,393
High,Graduation,Has Children,2014,Wine,218
High,Graduation,Has Children,2014,Wine,66
Medium,Graduation,No Children,2014,Wine,4
High,Graduation,No Children,2013,Wine,795
Low,Graduation,Has Children,2014,Wine,15
Medium,Graduation,Has Children,2013,Wine,384
Medium,Graduation,Has Children,2013,Wine,244
High,PhD,Has Children,2012,Wine,158
High,PhD,No Children,2013,Wine,1285
Medium,Diploma,Has Children,2013,Wine,349
Low,Graduation,Has Children,2013,Wine,4
Medium,PhD,Has Children,2013,Wine,223
Medium,Graduation,Has Children,2013,Wine,157
High,Master,Has Children,2012,Wine,397
High,Graduation,No Children,2013,Wine,901
Low,Graduation,Has Children,2014,Wine,14
Medium,PhD,Has Children,2013,Wine,10
High,Graduation,Has Children,2012,Wine,1230
Medium,PhD,Has Children,2014,Wine,81
Medium,Graduation,Has Children,2013,Wine,154
Medium,Master,Has Children,2012,Wine,63
Medium,Master,Has Children,2014,Wine,30
Medium,Master,No Children,2014,Wine,90
High,Diploma,No Children,2014,Wine,635
Medium,Graduation,No Children,2013,Wine,127
Medium,Graduation,Has Children,2013,Wine,13
Low,Graduation,No Children,2013,Wine,18
Medium,Graduation,Has Children,2014,Wine,45
Low,PhD,Has Children,2013,Wine,38
High,PhD,Has Children,2013,Wine,986
Medium,Master,Has Children,2014,Wine,61
Low,Graduation,Has Children,2012,Wine,4
Medium,PhD,Has Children,2013,Wine,201
Low,Graduation,Has Children,2013,Wine,19
Low,Basic,Has Children,2013,Wine,4
Medium,PhD,Has Children,2013,Wine,18
High,Diploma,Has Children,2012,Wine,806
High,Graduation,No Children,2013,Wine,380
High,Graduation,No Children,2013,Wine,576
High,Graduation,No Children,2014,Wine,458
Medium,Diploma,Has Children,2013,Wine,5
High,Graduation,No Children,2014,Wine,350
Low,Graduation,No Children,2012,Wine,39
Medium,PhD,Has Children,2014,Wine,26
Medium,Master,Has Children,2013,Wine,68
Medium,PhD,Has Children,2014,Wine,45
Medium,Graduation,Has Children,2013,Wine,359
High,Graduation,Has Children,2014,Wine,403
Medium,Graduation,Has Children,2012,Wine,34
Low,Graduation,No Children,2012,Wine,73
High,Graduation,No Children,2014,Wine,292
Medium,Graduation,Has Children,2013,Wine,14
Medium,Master,Has Children,2012,Wine,80
Medium,Master,Has Children,2013,Wine,30
High,PhD,Has Children,2013,Wine,463
Medium,Graduation,Has Children,2012,Wine,75
Medium,Graduation,Has Children,2013,Wine,538
High,Diploma,No Children,2014,Wine,635
Low,PhD,Has Children,2014,Wine,8
High,PhD,No Children,2013,Wine,1315
Low,Diploma,Has Children,2013,Wine,4
Low,Master,Has Children,2013,Wine,12
High,Graduation,No Children,2012,Wine,347
Medium,Graduation,Has Children,2012,Wine,192
Medium,PhD,No Children,2013,Wine,241
High,Graduation,No Children,2012,Wine,631
High,Graduation,No Children,2013,Wine,336
High,Master,Has Children,2012,Wine,1099
High,Graduation,Has Children,2013,Wine,743
Medium,PhD,No Children,2013,Wine,124
Medium,PhD,Has Children,2014,Wine,15
High,PhD,Has Children,2014,Wine,397
Low,Graduation,Has Children,2012,Wine,10
High,Graduation,No Children,2014,Wine,530
High,Diploma,Has Children,2012,Wine,1215
Low,Graduation,No Children,2012,Wine,3
High,Graduation,No Children,2014,Wine,444
Medium,PhD,Has Children,2014,Wine,26
High,Graduation,Has Children,2012,Wine,736
Medium,Graduation,Has Children,2012,Wine,473
Medium,Graduation,Has Children,2014,Wine,32
Medium,Graduation,No Children,2013,Wine,288
High,Graduation,No Children,2013,Wine,1050
High,PhD,No Children,2013,Wine,1001
Low,Diploma,Has Children,2013,Wine,9
Medium,Master,Has Children,2014,Wine,234
Medium,PhD,Has Children,2013,Wine,7
High,Graduation,No Children,2014,Wine,251
Medium,Graduation,Has Children,2012,Wine,172
High,Graduation,No Children,2012,Wine,565
Medium,Graduation,Has Children,2013,Wine,5
High,Master,No Children,2013,Wine,918
Medium,Graduation,Has Children,2013,Wine,652
Low,Graduation,Has Children,2013,Wine,4
High,PhD,No Children,2013,Wine,152
Medium,Graduation,Has Children,2014,Wine,8
High,PhD,No Children,2014,Wine,336
High,PhD,No Children,2014,Wine,938
Medium,PhD,Has Children,2014,Wine,68
High,Graduation,No Children,2013,Wine,227
Medium,PhD,Has Children,2013,Wine,38
Medium,PhD,Has Children,2014,Wine,105
High,Graduation,Has Children,2013,Wine,162
High,Graduation,Has Children,2014,Wine,574
High,Diploma,No Children,2012,Wine,160
Low,Master,Has Children,2013,Wine,6
Medium,Graduation,Has Children,2013,Wine,614
High,Graduation,No Children,2013,Wine,897
Medium,Diploma,Has Children,2013,Wine,70
Medium,Graduation,Has Children,2013,Wine,120
Medium,Graduation,Has Children,2013,Wine,211
Medium,Graduation,Has Children,2014,Wine,11
High,PhD,No Children,2013,Wine,760
Medium,PhD,Has Children,2014,Wine,53
Low,Diploma,No Children,2013,Wine,7
High,Diploma,Has Children,2014,Wine,391
High,Graduation,Has Children,2014,Wine,199
High,Graduation,No Children,2013,Wine,516
High,Diploma,No Children,2013,Wine,709
Medium,PhD,Has Children,2014,Wine,12
High,Master,No Children,2014,Wine,1000
Low,PhD,Has Children,2013,Wine,19
High,Graduation,Has Children,2013,Wine,1224
Medium,PhD,Has Children,2013,Wine,16
Medium,Master,No Children,2013,Wine,88
Low,Basic,No Children,2013,Wine,2
Medium,Diploma,Has Children,2013,Wine,508
High,Graduation,Has Children,2013,Wine,381
